#name (cmd = mergePeaks -d given S5P-1-peaks.txt S5P-2-peaks.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	S5P-1-peaks.txt	S5P-2-peaks.txt
Merged-chr8-77907109-1	chr8	77906953	77907265	+	13.300000	S5P-2-peaks.txt	1		chr8-1315
Merged-chr8-85446405-1	chr8	85446249	85446561	+	13.500000	S5P-2-peaks.txt	1		chr8-1319
Merged-chr5-103191660-1	chr5	103191504	103191816	+	15.700000	S5P-2-peaks.txt	1		chr5-1470
Merged-chr17-46857115-1	chr17	46856959	46857271	+	61.900002	S5P-2-peaks.txt	1		chr17-198
Merged-chr8-91070260-1	chr8	91070104	91070416	+	13.700000	S5P-2-peaks.txt	1		chr8-1320
Merged-chr8-22806046-1	chr8	22805890	22806202	+	13.500000	S5P-2-peaks.txt	1		chr8-1329
Merged-chr5-8622902-1	chr5	8622746	8623058	+	15.200000	S5P-2-peaks.txt	1		chr5-1487
Merged-chr5-19566248-1	chr5	19566092	19566404	+	14.900000	S5P-2-peaks.txt	1		chr5-1489
Merged-chr8-31187360-1	chr8	31187204	31187516	+	13.500000	S5P-2-peaks.txt	1		chr8-1330
Merged-chr8-37497897-1	chr8	37497741	37498053	+	14.200000	S5P-2-peaks.txt	1		chr8-1333
Merged-chr1-78509480-1	chr1	78509324	78509636	+	16.100000	S5P-2-peaks.txt	1		chr1-1316
Merged-chr11-3289230-1	chr11	3289074	3289386	+	77.400002	S5P-2-peaks.txt	1		chr11-258
Merged-chr8-9771603-1	chr8	9771447	9771759	+	13.000000	S5P-2-peaks.txt	1		chr8-1353
Merged-chr1-180387809-1	chr1	180387653	180387965	+	16.600000	S5P-2-peaks.txt	1		chr1-1327
Merged-chr8-61480132-1	chr8	61479976	61480288	+	13.500000	S5P-2-peaks.txt	1		chr8-1365
Merged-chr8-80971881-1	chr8	80971725	80972037	+	13.500000	S5P-2-peaks.txt	1		chr8-1369
Merged-chr1-189343733-1	chr1	189343577	189343889	+	15.900000	S5P-2-peaks.txt	1		chr1-1330
Merged-chr8-84630244-1	chr8	84630088	84630400	+	13.300000	S5P-2-peaks.txt	1		chr8-1370
Merged-chr1-180696984-1	chr1	180696828	180697140	+	15.700000	S5P-2-peaks.txt	1		chr1-1347
Merged-chr1-184718421-1	chr1	184718265	184718577	+	14.700000	S5P-2-peaks.txt	1		chr1-1351
Merged-chr1-24587051-1	chr1	24586895	24587207	+	15.200000	S5P-2-peaks.txt	1		chr1-1356
Merged-chr4-137913706-1	chr4	137913550	137913862	+	18.799999	S5P-2-peaks.txt	1		chr4-1208
Merged-chr8-25537688-1	chr8	25537532	25537844	+	13.000000	S5P-2-peaks.txt	1		chr8-1391
Merged-chr1-86236602-1	chr1	86236446	86236758	+	15.900000	S5P-2-peaks.txt	1		chr1-1363
Merged-chr1-120265200-1	chr1	120265044	120265356	+	15.900000	S5P-2-peaks.txt	1		chr1-1365
Merged-chr1-136140249-1	chr1	136140093	136140405	+	15.700000	S5P-2-peaks.txt	1		chr1-1368
Merged-chr4-41124204-1	chr4	41124048	41124360	+	18.100000	S5P-2-peaks.txt	1		chr4-1216
Merged-chr1-20787071-1	chr1	20786915	20787227	+	15.400000	S5P-2-peaks.txt	1		chr1-1378
Merged-chr1-30949657-1	chr1	30949501	30949813	+	173.699997	S5P-2-peaks.txt	1		chr1-44
Merged-chr4-136290604-1	chr4	136290448	136290760	+	18.600000	S5P-2-peaks.txt	1		chr4-1222
Merged-chr4-136637821-1	chr4	136637665	136637977	+	19.000000	S5P-2-peaks.txt	1		chr4-1223
Merged-chr4-139001252-1	chr4	139001096	139001408	+	18.299999	S5P-2-peaks.txt	1		chr4-1224
Merged-chr4-45826750-1	chr4	45826594	45826906	+	18.799999	S5P-2-peaks.txt	1		chr4-1231
Merged-chr4-87557581-1	chr4	87557425	87557737	+	18.600000	S5P-2-peaks.txt	1		chr4-1233
Merged-chr1-130778212-1	chr1	130778056	130778368	+	15.400000	S5P-2-peaks.txt	1		chr1-1391
Merged-chr1-135147601-1	chr1	135147445	135147757	+	15.700000	S5P-2-peaks.txt	1		chr1-1396
Merged-chr1-138788229-1	chr1	138788073	138788385	+	14.900000	S5P-2-peaks.txt	1		chr1-1397
Merged-chr1-63441602-1	chr1	63441446	63441758	+	123.400002	S5P-2-peaks.txt	1		chr1-75
Merged-chr4-4583872-1	chr4	4583716	4584028	+	18.299999	S5P-2-peaks.txt	1		chr4-1251
Merged-chr4-36951757-1	chr4	36951601	36951913	+	18.100000	S5P-2-peaks.txt	1		chr4-1254
Merged-chr7-98360440-1	chr7	98360284	98360596	+	20.500000	S5P-2-peaks.txt	1		chr7-1103
Merged-chr4-84545436-1	chr4	84545280	84545592	+	18.100000	S5P-2-peaks.txt	1		chr4-1260
Merged-chr1-86488727-1	chr1	86488571	86488883	+	122.900002	S5P-2-peaks.txt	1		chr1-86
Merged-chr7-16900654-1	chr7	16900498	16900810	+	21.400000	S5P-2-peaks.txt	1		chr7-1110
Merged-chr7-24411327-1	chr7	24411171	24411483	+	21.700001	S5P-2-peaks.txt	1		chr7-1111
Merged-chr7-45016073-1	chr7	45015917	45016229	+	21.400000	S5P-2-peaks.txt	1		chr7-1114
Merged-chr1-58423136-1	chr1	58422980	58423292	+	114.500000	S5P-2-peaks.txt	1		chr1-97
Merged-chr4-63214211-1	chr4	63214055	63214367	+	18.299999	S5P-2-peaks.txt	1		chr4-1276
Merged-chr19-17152551-1	chr19	17152395	17152707	+	62.900002	S5P-2-peaks.txt	1		chr19-149
Merged-chr19-29008049-1	chr19	29007893	29008205	+	61.000000	S5P-2-peaks.txt	1		chr19-158
Merged-chr7-73375783-1	chr7	73375627	73375939	+	21.000000	S5P-2-peaks.txt	1		chr7-1135
Merged-chr19-29008839-1	chr19	29008683	29008995	+	57.799999	S5P-2-peaks.txt	1		chr19-161
Merged-chr4-55398559-1	chr4	55398403	55398715	+	17.600000	S5P-2-peaks.txt	1		chr4-1295
Merged-chr4-114843470-1	chr4	114843314	114843626	+	17.799999	S5P-2-peaks.txt	1		chr4-1298
Merged-chr7-24944564-1	chr7	24944408	24944720	+	21.000000	S5P-2-peaks.txt	1		chr7-1145
Merged-chr7-30322302-1	chr7	30322146	30322458	+	20.500000	S5P-2-peaks.txt	1		chr7-1147
Merged-chr19-12488560-1	chr19	12488404	12488716	+	57.400002	S5P-2-peaks.txt	1		chr19-171
Merged-chr13-67420709-1	chr13	67420553	67420865	+	57.099998	S5P-2-peaks.txt	1		chr13-202
Merged-chr7-143445964-1	chr7	143445808	143446120	+	20.700001	S5P-2-peaks.txt	1		chr7-1161
Merged-chr13-49652667-1	chr13	49652511	49652823	+	56.099998	S5P-2-peaks.txt	1		chr13-219
Merged-chr7-133676226-1	chr7	133676070	133676382	+	21.000000	S5P-2-peaks.txt	1		chr7-1175
Merged-chr7-82335589-1	chr7	82335433	82335745	+	20.000000	S5P-2-peaks.txt	1		chr7-1183
Merged-chr7-87096558-1	chr7	87096402	87096714	+	19.799999	S5P-2-peaks.txt	1		chr7-1184
Merged-chr3-94758710-1	chr3	94758554	94758866	+	16.900000	S5P-2-peaks.txt	1		chr3-1004
Merged-chr13-65241531-1	chr13	65241375	65241687	+	49.900002	S5P-2-peaks.txt	1		chr13-241
Merged-chr13-67799319-1	chr13	67799163	67799475	+	51.799999	S5P-2-peaks.txt	1		chr13-242
Merged-chr13-3538293-1	chr13	3538137	3538449	+	49.400002	S5P-2-peaks.txt	1		chr13-249
Merged-chr7-24593938-1	chr7	24593782	24594094	+	20.200001	S5P-2-peaks.txt	1		chr7-1196
Merged-chr7-27553349-1	chr7	27553193	27553505	+	20.000000	S5P-2-peaks.txt	1		chr7-1197
Merged-chr3-153642680-1	chr3	153642524	153642836	+	17.799999	S5P-2-peaks.txt	1		chr3-1012
Merged-chr13-31559270-1	chr13	31559114	31559426	+	46.700001	S5P-2-peaks.txt	1		chr13-260
Merged-chr3-5219484-1	chr3	5219328	5219640	+	16.600000	S5P-2-peaks.txt	1		chr3-1027
Merged-chr13-4825044-1	chr13	4824888	4825200	+	45.799999	S5P-2-peaks.txt	1		chr13-264
Merged-chr3-18243313-1	chr3	18243157	18243469	+	16.400000	S5P-2-peaks.txt	1		chr3-1030
Merged-chr13-73346507-1	chr13	73346351	73346663	+	45.500000	S5P-2-peaks.txt	1		chr13-276
Merged-chr3-8666931-1	chr3	8666775	8667087	+	16.900000	S5P-2-peaks.txt	1		chr3-1044
Merged-chr3-72858434-1	chr3	72858278	72858590	+	16.400000	S5P-2-peaks.txt	1		chr3-1051
Merged-chr3-97628886-1	chr3	97628730	97629042	+	17.100000	S5P-2-peaks.txt	1		chr3-1054
Merged-chr3-102190368-1	chr3	102190212	102190524	+	16.900000	S5P-2-peaks.txt	1		chr3-1055
Merged-chr3-107101780-1	chr3	107101624	107101936	+	16.600000	S5P-2-peaks.txt	1		chr3-1057
Merged-chr3-13472212-1	chr3	13472056	13472368	+	16.400000	S5P-2-peaks.txt	1		chr3-1067
Merged-chr3-94658835-1	chr3	94658679	94658991	+	17.600000	S5P-2-peaks.txt	1		chr3-1096
Merged-chr3-97227169-1	chr3	97227013	97227325	+	16.600000	S5P-2-peaks.txt	1		chr3-1097
Merged-chr2-120473293-1	chr2	120473137	120473449	+	11.600000	S5P-2-peaks.txt	1		chr2-2413
Merged-chr2-135770272-1	chr2	135770116	135770428	+	11.800000	S5P-2-peaks.txt	1		chr2-2422
Merged-chr2-148407091-1	chr2	148406935	148407247	+	11.600000	S5P-2-peaks.txt	1		chr2-2423
Merged-chr15-89430113-1	chr15	89429957	89430269	+	52.299999	S5P-2-peaks.txt	1		chr15-210
Merged-chr15-8822226-1	chr15	8822070	8822382	+	53.000000	S5P-2-peaks.txt	1		chr15-213
Merged-chr15-85581439-1	chr15	85581283	85581595	+	54.200001	S5P-2-peaks.txt	1		chr15-214
Merged-chr15-53310459-1	chr15	53310303	53310615	+	50.599998	S5P-2-peaks.txt	1		chr15-223
Merged-chr15-96634957-1	chr15	96634801	96635113	+	49.200001	S5P-2-peaks.txt	1		chr15-227
Merged-chr15-37082499-1	chr15	37082343	37082655	+	49.900002	S5P-2-peaks.txt	1		chr15-229
Merged-chr2-84743023-1	chr2	84742867	84743179	+	105.099998	S5P-2-peaks.txt	1		chr2-124
Merged-chr15-100247650-1	chr15	100247494	100247806	+	50.599998	S5P-2-peaks.txt	1		chr15-232
Merged-chr2-74563701-1	chr2	74563545	74563857	+	11.600000	S5P-2-peaks.txt	1		chr2-2453
Merged-chr15-98972325-1	chr15	98972169	98972481	+	48.200001	S5P-2-peaks.txt	1		chr15-240
Merged-chr15-98894116-1	chr15	98893960	98894272	+	49.400002	S5P-2-peaks.txt	1		chr15-249
Merged-chr15-25622701-1	chr15	25622545	25622857	+	44.599998	S5P-2-peaks.txt	1		chr15-276
Merged-chr2-160656142-1	chr2	160655986	160656298	+	80.699997	S5P-2-peaks.txt	1		chr2-193
Merged-chr9-107676253-1	chr9	107676097	107676409	+	12.500000	S5P-2-peaks.txt	1		chr9-1602
Merged-chr9-30921569-1	chr9	30921413	30921725	+	12.300000	S5P-2-peaks.txt	1		chr9-1614
Merged-chr9-75492111-1	chr9	75491955	75492267	+	12.000000	S5P-2-peaks.txt	1		chr9-1659
Merged-chr9-77617272-1	chr9	77617116	77617428	+	12.000000	S5P-2-peaks.txt	1		chr9-1660
Merged-chr9-29412282-1	chr9	29412126	29412438	+	11.800000	S5P-2-peaks.txt	1		chr9-1679
Merged-chr17-80255114-1	chr17	80254958	80255270	+	58.599998	S5P-2-peaks.txt	1		chr17-215
Merged-chr9-39621569-1	chr9	39621413	39621725	+	11.800000	S5P-2-peaks.txt	1		chr9-1680
Merged-chr9-45828512-1	chr9	45828356	45828668	+	12.000000	S5P-2-peaks.txt	1		chr9-1686
Merged-chr9-53706017-1	chr9	53705861	53706173	+	12.000000	S5P-2-peaks.txt	1		chr9-1689
Merged-chr5-99036855-1	chr5	99036699	99037011	+	14.900000	S5P-2-peaks.txt	1		chr5-1506
Merged-chr5-124629129-1	chr5	124628973	124629285	+	14.700000	S5P-2-peaks.txt	1		chr5-1516
Merged-chr5-144506937-1	chr5	144506781	144507093	+	14.900000	S5P-2-peaks.txt	1		chr5-1522
Merged-chr5-73651035-1	chr5	73650879	73651191	+	15.200000	S5P-2-peaks.txt	1		chr5-1530
Merged-chr5-75085221-1	chr5	75085065	75085377	+	14.500000	S5P-2-peaks.txt	1		chr5-1531
Merged-chr5-84416408-1	chr5	84416252	84416564	+	15.200000	S5P-2-peaks.txt	1		chr5-1532
Merged-chr5-107359642-1	chr5	107359486	107359798	+	14.500000	S5P-2-peaks.txt	1		chr5-1538
Merged-chr17-56709987-1	chr17	56709831	56710143	+	49.599998	S5P-2-peaks.txt	1		chr17-263
Merged-chr17-88066008-1	chr17	88065852	88066164	+	50.799999	S5P-2-peaks.txt	1		chr17-272
Merged-chr11-109362509-1	chr11	109362353	109362665	+	71.599998	S5P-2-peaks.txt	1		chr11-301
Merged-chr8-71465059-1	chr8	71464903	71465215	+	12.500000	S5P-2-peaks.txt	1		chr8-1405
Merged-chr5-112576564-1	chr5	112576408	112576720	+	14.000000	S5P-2-peaks.txt	1		chr5-1566
Merged-chr17-17827931-1	chr17	17827775	17828087	+	47.000000	S5P-2-peaks.txt	1		chr17-289
Merged-chr5-122274616-1	chr5	122274460	122274772	+	14.700000	S5P-2-peaks.txt	1		chr5-1571
Merged-chr5-135470124-1	chr5	135469968	135470280	+	14.500000	S5P-2-peaks.txt	1		chr5-1576
Merged-chr5-25654509-1	chr5	25654353	25654665	+	14.200000	S5P-2-peaks.txt	1		chr5-1580
Merged-chr5-34439939-1	chr5	34439783	34440095	+	14.700000	S5P-2-peaks.txt	1		chr5-1585
Merged-chr11-60538149-1	chr11	60537993	60538305	+	68.699997	S5P-2-peaks.txt	1		chr11-337
Merged-chr5-88565378-1	chr5	88565222	88565534	+	14.500000	S5P-2-peaks.txt	1		chr5-1595
Merged-chr11-107510903-1	chr11	107510747	107511059	+	67.199997	S5P-2-peaks.txt	1		chr11-340
Merged-chr1-53328827-1	chr1	53328671	53328983	+	15.200000	S5P-2-peaks.txt	1		chr1-1416
Merged-chr11-78189317-1	chr11	78189161	78189473	+	65.500000	S5P-2-peaks.txt	1		chr11-355
Merged-chr1-44331776-1	chr1	44331620	44331932	+	14.500000	S5P-2-peaks.txt	1		chr1-1438
Merged-chr8-84021510-1	chr8	84021354	84021666	+	12.500000	S5P-2-peaks.txt	1		chr8-1471
Merged-chr8-9358056-1	chr8	9357900	9358212	+	12.000000	S5P-2-peaks.txt	1		chr8-1483
Merged-chr1-135708463-1	chr1	135708307	135708619	+	14.900000	S5P-2-peaks.txt	1		chr1-1455
Merged-chr4-119643139-1	chr4	119642983	119643295	+	18.100000	S5P-2-peaks.txt	1		chr4-1301
Merged-chr4-129049420-1	chr4	129049264	129049576	+	17.600000	S5P-2-peaks.txt	1		chr4-1303
Merged-chr8-31800122-1	chr8	31799966	31800278	+	11.800000	S5P-2-peaks.txt	1		chr8-1491
Merged-chr4-46991820-1	chr4	46991664	46991976	+	17.400000	S5P-2-peaks.txt	1		chr4-1314
Merged-chr4-109406924-1	chr4	109406768	109407080	+	17.100000	S5P-2-peaks.txt	1		chr4-1319
Merged-chr1-53112067-1	chr1	53111911	53112223	+	14.900000	S5P-2-peaks.txt	1		chr1-1472
Merged-chr1-101919331-1	chr1	101919175	101919487	+	14.000000	S5P-2-peaks.txt	1		chr1-1479
Merged-chr4-138794921-1	chr4	138794765	138795077	+	17.400000	S5P-2-peaks.txt	1		chr4-1325
Merged-chr4-139599003-1	chr4	139598847	139599159	+	17.600000	S5P-2-peaks.txt	1		chr4-1326
Merged-chr1-55163023-1	chr1	55162867	55163179	+	14.500000	S5P-2-peaks.txt	1		chr1-1499
Merged-chr19-46045477-1	chr19	46045321	46045633	+	48.200001	S5P-2-peaks.txt	1		chr19-218
Merged-chr4-57690685-1	chr4	57690529	57690841	+	17.600000	S5P-2-peaks.txt	1		chr4-1355
Merged-chr4-66331061-1	chr4	66330905	66331217	+	16.600000	S5P-2-peaks.txt	1		chr4-1356
Merged-chr6-31218323-1	chr6	31218167	31218479	+	89.400002	S5P-2-peaks.txt	1		chr6-120
Merged-chr7-75781180-1	chr7	75781024	75781336	+	20.200001	S5P-2-peaks.txt	1		chr7-1202
Merged-chr7-101301910-1	chr7	101301754	101302066	+	19.799999	S5P-2-peaks.txt	1		chr7-1205
Merged-chr7-113766359-1	chr7	113766203	113766515	+	20.200001	S5P-2-peaks.txt	1		chr7-1207
Merged-chr4-128654986-1	chr4	128654830	128655142	+	17.100000	S5P-2-peaks.txt	1		chr4-1365
Merged-chr19-6987609-1	chr19	6987453	6987765	+	45.099998	S5P-2-peaks.txt	1		chr19-234
Merged-chr4-132144482-1	chr4	132144326	132144638	+	16.400000	S5P-2-peaks.txt	1		chr4-1369
Merged-chr19-42136387-1	chr19	42136231	42136543	+	44.599998	S5P-2-peaks.txt	1		chr19-238
Merged-chr6-125433245-1	chr6	125433089	125433401	+	83.599998	S5P-2-peaks.txt	1		chr6-135
Merged-chr15-21656519-1	chr15	21656363	21656675	+	14.000000	S5P-2-peaks.txt	1		chr15-2143
Merged-chr6-87838648-1	chr6	87838492	87838804	+	83.400002	S5P-2-peaks.txt	1		chr6-137
Merged-chr7-45234526-1	chr7	45234370	45234682	+	20.000000	S5P-2-peaks.txt	1		chr7-1215
Merged-chr4-134497030-1	chr4	134496874	134497186	+	16.900000	S5P-2-peaks.txt	1		chr4-1371
Merged-chr19-11807686-1	chr19	11807530	11807842	+	44.099998	S5P-2-peaks.txt	1		chr19-240
Merged-chr19-31083067-1	chr19	31082911	31083223	+	45.500000	S5P-2-peaks.txt	1		chr19-242
Merged-chr4-148744181-1	chr4	148744025	148744337	+	16.900000	S5P-2-peaks.txt	1		chr4-1376
Merged-chr7-105481936-1	chr7	105481780	105482092	+	19.299999	S5P-2-peaks.txt	1		chr7-1221
Merged-chr4-62502225-1	chr4	62502069	62502381	+	16.400000	S5P-2-peaks.txt	1		chr4-1382
Merged-chr4-105299512-1	chr4	105299356	105299668	+	16.900000	S5P-2-peaks.txt	1		chr4-1383
Merged-chr19-45151069-1	chr19	45150913	45151225	+	43.400002	S5P-2-peaks.txt	1		chr19-259
Merged-chr6-87009801-1	chr6	87009645	87009957	+	77.400002	S5P-2-peaks.txt	1		chr6-159
Merged-chr7-127345468-1	chr7	127345312	127345624	+	19.500000	S5P-2-peaks.txt	1		chr7-1232
Merged-chr11-45980866-1	chr11	45980710	45981022	+	14.200000	S5P-2-peaks.txt	1		chr11-2000
Merged-chr11-65109932-1	chr11	65109776	65110088	+	14.200000	S5P-2-peaks.txt	1		chr11-2009
Merged-chr13-40917406-1	chr13	40917250	40917562	+	42.200001	S5P-2-peaks.txt	1		chr13-313
Merged-chr7-139398336-1	chr7	139398180	139398492	+	18.799999	S5P-2-peaks.txt	1		chr7-1263
Merged-chr13-112463808-1	chr13	112463652	112463964	+	41.400002	S5P-2-peaks.txt	1		chr13-320
Merged-chr7-34973768-1	chr7	34973612	34973924	+	19.000000	S5P-2-peaks.txt	1		chr7-1271
Merged-chr7-126351052-1	chr7	126350896	126351208	+	19.000000	S5P-2-peaks.txt	1		chr7-1274
Merged-chr11-98348998-1	chr11	98348842	98349154	+	14.500000	S5P-2-peaks.txt	1		chr11-2024
Merged-chr13-56258675-1	chr13	56258519	56258831	+	40.200001	S5P-2-peaks.txt	1		chr13-334
Merged-chr7-29768594-1	chr7	29768438	29768750	+	18.100000	S5P-2-peaks.txt	1		chr7-1285
Merged-chr11-7063254-1	chr11	7063098	7063410	+	14.200000	S5P-2-peaks.txt	1		chr11-2035
Merged-chr3-37820185-1	chr3	37820029	37820341	+	16.400000	S5P-2-peaks.txt	1		chr3-1109
Merged-chr13-45964228-1	chr13	45964072	45964384	+	39.799999	S5P-2-peaks.txt	1		chr13-343
Merged-chr7-99828293-1	chr7	99828137	99828449	+	19.000000	S5P-2-peaks.txt	1		chr7-1290
Merged-chr7-24279114-1	chr7	24278958	24279270	+	18.600000	S5P-2-peaks.txt	1		chr7-1297
Merged-chr3-83994901-1	chr3	83994745	83995057	+	16.100000	S5P-2-peaks.txt	1		chr3-1115
Merged-chr13-63541445-1	chr13	63541289	63541601	+	38.599998	S5P-2-peaks.txt	1		chr13-354
Merged-chr13-54071936-1	chr13	54071780	54072092	+	37.400002	S5P-2-peaks.txt	1		chr13-356
Merged-chr13-38345981-1	chr13	38345825	38346137	+	37.799999	S5P-2-peaks.txt	1		chr13-359
Merged-chr11-96177427-1	chr11	96177271	96177583	+	14.200000	S5P-2-peaks.txt	1		chr11-2054
Merged-chr13-15464020-1	chr13	15463864	15464176	+	37.400002	S5P-2-peaks.txt	1		chr13-368
Merged-chr11-3761989-1	chr11	3761833	3762145	+	14.200000	S5P-2-peaks.txt	1		chr11-2068
Merged-chr3-95241024-1	chr3	95240868	95241180	+	14.900000	S5P-2-peaks.txt	1		chr3-1135
Merged-chr3-104781153-1	chr3	104780997	104781309	+	16.100000	S5P-2-peaks.txt	1		chr3-1138
Merged-chr11-30443588-1	chr11	30443432	30443744	+	13.300000	S5P-2-peaks.txt	1		chr11-2075
Merged-chr3-108415882-1	chr3	108415726	108416038	+	15.700000	S5P-2-peaks.txt	1		chr3-1140
Merged-chr3-137780456-1	chr3	137780300	137780612	+	16.100000	S5P-2-peaks.txt	1		chr3-1143
Merged-chr13-103920969-1	chr13	103920813	103921125	+	36.900002	S5P-2-peaks.txt	1		chr13-381
Merged-chr11-61022373-1	chr11	61022217	61022529	+	14.000000	S5P-2-peaks.txt	1		chr11-2080
Merged-chr3-144828140-1	chr3	144827984	144828296	+	15.400000	S5P-2-peaks.txt	1		chr3-1152
Merged-chr13-107955975-1	chr13	107955819	107956131	+	34.700001	S5P-2-peaks.txt	1		chr13-399
Merged-chr6-13838887-1	chr6	13838731	13839043	+	17.400000	S5P-2-peaks.txt	1		chr6-1006
Merged-chr11-103450148-1	chr11	103449992	103450304	+	14.200000	S5P-2-peaks.txt	1		chr11-2095
Merged-chr11-120851336-1	chr11	120851180	120851492	+	14.200000	S5P-2-peaks.txt	1		chr11-2099
Merged-chr3-84639288-1	chr3	84639132	84639444	+	15.700000	S5P-2-peaks.txt	1		chr3-1164
Merged-chr6-115361153-1	chr6	115360997	115361309	+	17.600000	S5P-2-peaks.txt	1		chr6-1010
Merged-chr3-28263543-1	chr3	28263387	28263699	+	14.000000	S5P-2-peaks.txt	1		chr3-1185
Merged-chr6-48064519-1	chr6	48064363	48064675	+	16.900000	S5P-2-peaks.txt	1		chr6-1034
Merged-chr3-87512027-1	chr3	87511871	87512183	+	15.200000	S5P-2-peaks.txt	1		chr3-1191
Merged-chr3-108226347-1	chr3	108226191	108226503	+	15.200000	S5P-2-peaks.txt	1		chr3-1195
Merged-chr3-137962168-1	chr3	137962012	137962324	+	15.400000	S5P-2-peaks.txt	1		chr3-1198
Merged-chr6-120492839-1	chr6	120492683	120492995	+	16.600000	S5P-2-peaks.txt	1		chr6-1041
Merged-chr6-140451219-1	chr6	140451063	140451375	+	16.900000	S5P-2-peaks.txt	1		chr6-1045
Merged-chr6-8777854-1	chr6	8777698	8778010	+	16.400000	S5P-2-peaks.txt	1		chr6-1049
Merged-chr6-31371072-1	chr6	31370916	31371228	+	15.700000	S5P-2-peaks.txt	1		chr6-1051
Merged-chr6-77244152-1	chr6	77243996	77244308	+	15.700000	S5P-2-peaks.txt	1		chr6-1057
Merged-chr8-95807402-1	chr8	95807246	95807558	+	81.699997	S5P-2-peaks.txt	1		chr8-137
Merged-chr8-57489999-1	chr8	57489843	57490155	+	79.500000	S5P-2-peaks.txt	1		chr8-139
Merged-chr6-126739707-1	chr6	126739551	126739863	+	16.900000	S5P-2-peaks.txt	1		chr6-1060
Merged-chr6-82689063-1	chr6	82688907	82689219	+	15.700000	S5P-2-peaks.txt	1		chr6-1068
Merged-chr6-128300760-1	chr6	128300604	128300916	+	16.600000	S5P-2-peaks.txt	1		chr6-1072
Merged-chr6-28832973-1	chr6	28832817	28833129	+	15.900000	S5P-2-peaks.txt	1		chr6-1078
Merged-chr8-71951214-1	chr8	71951058	71951370	+	75.699997	S5P-2-peaks.txt	1		chr8-167
Merged-chr6-3269203-1	chr6	3269047	3269359	+	15.700000	S5P-2-peaks.txt	1		chr6-1098
Merged-chr16-4879977-1	chr16	4879821	4880133	+	150.600006	S5P-2-peaks.txt	1		chr16-24
Merged-chr15-102937101-1	chr15	102936945	102937257	+	41.400002	S5P-2-peaks.txt	1		chr15-316
Merged-chr2-152687213-1	chr2	152687057	152687369	+	74.500000	S5P-2-peaks.txt	1		chr2-211
Merged-chr2-71868103-1	chr2	71867947	71868259	+	73.000000	S5P-2-peaks.txt	1		chr2-217
Merged-chr16-57391630-1	chr16	57391474	57391786	+	157.100006	S5P-2-peaks.txt	1		chr16-39
Merged-chr8-121117495-1	chr8	121117339	121117651	+	68.000000	S5P-2-peaks.txt	1		chr8-191
Merged-chr15-9087758-1	chr15	9087602	9087914	+	38.299999	S5P-2-peaks.txt	1		chr15-328
Merged-chr15-75747122-1	chr15	75746966	75747278	+	39.799999	S5P-2-peaks.txt	1		chr15-340
Merged-chr2-4882462-1	chr2	4882306	4882618	+	68.400002	S5P-2-peaks.txt	1		chr2-246
Merged-chr16-31327199-1	chr16	31327043	31327355	+	97.099998	S5P-2-peaks.txt	1		chr16-64
Merged-chr15-99097076-1	chr15	99096920	99097232	+	36.400002	S5P-2-peaks.txt	1		chr15-360
Merged-chr15-9071372-1	chr15	9071216	9071528	+	38.099998	S5P-2-peaks.txt	1		chr15-362
Merged-chr15-79030950-1	chr15	79030794	79031106	+	36.900002	S5P-2-peaks.txt	1		chr15-363
Merged-chr2-119897678-1	chr2	119897522	119897834	+	65.099998	S5P-2-peaks.txt	1		chr2-262
Merged-chr9-96488168-1	chr9	96488012	96488324	+	12.000000	S5P-2-peaks.txt	1		chr9-1702
Merged-chr9-107569224-1	chr9	107569068	107569380	+	11.800000	S5P-2-peaks.txt	1		chr9-1705
Merged-chr9-121616503-1	chr9	121616347	121616659	+	11.800000	S5P-2-peaks.txt	1		chr9-1711
Merged-chr9-44320500-1	chr9	44320344	44320656	+	11.600000	S5P-2-peaks.txt	1		chr9-1723
Merged-chr9-121938171-1	chr9	121938015	121938327	+	11.800000	S5P-2-peaks.txt	1		chr9-1747
Merged-chr9-7721643-1	chr9	7721487	7721799	+	11.600000	S5P-2-peaks.txt	1		chr9-1748
Merged-chr9-26806373-1	chr9	26806217	26806529	+	11.600000	S5P-2-peaks.txt	1		chr9-1754
Merged-chr17-48120510-1	chr17	48120354	48120666	+	44.799999	S5P-2-peaks.txt	1		chr17-300
Merged-chr17-44736483-1	chr17	44736327	44736639	+	45.799999	S5P-2-peaks.txt	1		chr17-302
Merged-chr17-70748012-1	chr17	70747856	70748168	+	45.299999	S5P-2-peaks.txt	1		chr17-303
Merged-chr4-133910911-1	chr4	133910755	133911067	+	67.500000	S5P-2-peaks.txt	1		chr4-218
Merged-chr17-34586685-1	chr17	34586529	34586841	+	43.599998	S5P-2-peaks.txt	1		chr17-323
Merged-chr17-28486061-1	chr17	28485905	28486217	+	41.900002	S5P-2-peaks.txt	1		chr17-332
Merged-chr5-134142440-1	chr5	134142284	134142596	+	14.500000	S5P-2-peaks.txt	1		chr5-1615
Merged-chr5-140567491-1	chr5	140567335	140567647	+	14.500000	S5P-2-peaks.txt	1		chr5-1619
Merged-chr12-85456100-1	chr12	85455944	85456256	+	218.100006	S5P-2-peaks.txt	1		chr12-18
Merged-chr4-10933160-1	chr4	10933004	10933316	+	62.400002	S5P-2-peaks.txt	1		chr4-236
