#name (cmd = mergePeaks -d given K27m3-1-peaks.txt K27m3-2-peaks.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	K27m3-1-peaks.txt	K27m3-2-peaks.txt
Merged-chr11-99041556-1	chr11	99041403	99041709	+	46.500000	K27m3-2-peaks.txt	1		chr11-234
Merged-chr8-110301344-1	chr8	110301191	110301497	+	7.440000	K27m3-2-peaks.txt	1		chr8-1336
Merged-chr1-183368667-1	chr1	183368514	183368820	+	9.910000	K27m3-2-peaks.txt	1		chr1-1300
Merged-chr1-189718961-1	chr1	189718808	189719114	+	9.290000	K27m3-2-peaks.txt	1		chr1-1303
Merged-chr1-195212386-1	chr1	195212233	195212539	+	9.910000	K27m3-2-peaks.txt	1		chr1-1308
Merged-chr5-128500317-1	chr5	128500164	128500470	+	9.910000	K27m3-2-peaks.txt	1		chr5-1492
Merged-chr11-102605874-1	chr11	102605721	102606027	+	46.500000	K27m3-2-peaks.txt	1		chr11-240
Merged-chr8-114422298-1	chr8	114422145	114422451	+	8.060000	K27m3-2-peaks.txt	1		chr8-1343
Merged-chr1-9907760-1	chr1	9907607	9907913	+	9.290000	K27m3-2-peaks.txt	1		chr1-1310
Merged-chr1-36683779-1	chr1	36683626	36683932	+	9.910000	K27m3-2-peaks.txt	1		chr1-1317
Merged-chr1-36785599-1	chr1	36785446	36785752	+	9.910000	K27m3-2-peaks.txt	1		chr1-1318
Merged-chr1-62719902-1	chr1	62719749	62720055	+	9.910000	K27m3-2-peaks.txt	1		chr1-1328
Merged-chr8-123331405-1	chr8	123331252	123331558	+	8.060000	K27m3-2-peaks.txt	1		chr8-1366
Merged-chr8-123715195-1	chr8	123715042	123715348	+	8.670000	K27m3-2-peaks.txt	1		chr8-1368
Merged-chr8-9151399-1	chr8	9151246	9151552	+	8.670000	K27m3-2-peaks.txt	1		chr8-1378
Merged-chr1-87099539-1	chr1	87099386	87099692	+	9.290000	K27m3-2-peaks.txt	1		chr1-1349
Merged-chr11-102146740-1	chr11	102146587	102146893	+	40.900002	K27m3-2-peaks.txt	1		chr11-281
Merged-chr8-13201565-1	chr8	13201412	13201718	+	7.440000	K27m3-2-peaks.txt	1		chr8-1386
Merged-chr1-89071622-1	chr1	89071469	89071775	+	8.670000	K27m3-2-peaks.txt	1		chr1-1353
Merged-chr4-24897730-1	chr4	24897577	24897883	+	12.400000	K27m3-2-peaks.txt	1		chr4-1204
Merged-chr4-29092842-1	chr4	29092689	29092995	+	11.800000	K27m3-2-peaks.txt	1		chr4-1206
Merged-chr8-18439582-1	chr8	18439429	18439735	+	6.820000	K27m3-2-peaks.txt	1		chr8-1396
Merged-chr1-115685561-1	chr1	115685408	115685714	+	8.670000	K27m3-2-peaks.txt	1		chr1-1362
Merged-chr1-127206498-1	chr1	127206345	127206651	+	9.290000	K27m3-2-peaks.txt	1		chr1-1366
Merged-chr4-45083566-1	chr4	45083413	45083719	+	11.200000	K27m3-2-peaks.txt	1		chr4-1213
Merged-chr4-59035534-1	chr4	59035381	59035687	+	12.400000	K27m3-2-peaks.txt	1		chr4-1221
Merged-chr4-88807744-1	chr4	88807591	88807897	+	13.000000	K27m3-2-peaks.txt	1		chr4-1224
Merged-chr4-89253491-1	chr4	89253338	89253644	+	11.800000	K27m3-2-peaks.txt	1		chr4-1227
Merged-chr1-132211770-1	chr1	132211617	132211923	+	8.670000	K27m3-2-peaks.txt	1		chr1-1380
Merged-chr19-19110709-1	chr19	19110556	19110862	+	39.000000	K27m3-2-peaks.txt	1		chr19-107
Merged-chr1-135112310-1	chr1	135112157	135112463	+	8.670000	K27m3-2-peaks.txt	1		chr1-1392
Merged-chr1-135162980-1	chr1	135162827	135163133	+	8.670000	K27m3-2-peaks.txt	1		chr1-1393
Merged-chr1-180332004-1	chr1	180331851	180332157	+	57.599998	K27m3-2-peaks.txt	1		chr1-63
Merged-chr1-87509865-1	chr1	87509712	87510018	+	50.799999	K27m3-2-peaks.txt	1		chr1-67
Merged-chr7-91542617-1	chr7	91542464	91542770	+	11.800000	K27m3-2-peaks.txt	1		chr7-1101
Merged-chr7-109615232-1	chr7	109615079	109615385	+	12.400000	K27m3-2-peaks.txt	1		chr7-1106
Merged-chr4-135273691-1	chr4	135273538	135273844	+	11.800000	K27m3-2-peaks.txt	1		chr4-1265
Merged-chr7-121706592-1	chr7	121706439	121706745	+	13.000000	K27m3-2-peaks.txt	1		chr7-1113
Merged-chr7-128612435-1	chr7	128612282	128612588	+	11.800000	K27m3-2-peaks.txt	1		chr7-1116
Merged-chr4-139642674-1	chr4	139642521	139642827	+	13.000000	K27m3-2-peaks.txt	1		chr4-1274
Merged-chr4-142238652-1	chr4	142238499	142238805	+	11.200000	K27m3-2-peaks.txt	1		chr4-1280
Merged-chr19-6830347-1	chr19	6830194	6830500	+	36.599998	K27m3-2-peaks.txt	1		chr19-153
Merged-chr4-147851970-1	chr4	147851817	147852123	+	11.200000	K27m3-2-peaks.txt	1		chr4-1287
Merged-chr7-4927058-1	chr7	4926905	4927211	+	12.400000	K27m3-2-peaks.txt	1		chr7-1131
Merged-chr4-149855224-1	chr4	149855071	149855377	+	11.800000	K27m3-2-peaks.txt	1		chr4-1291
Merged-chr4-151483988-1	chr4	151483835	151484141	+	11.800000	K27m3-2-peaks.txt	1		chr4-1292
Merged-chr19-6829524-1	chr19	6829371	6829677	+	35.299999	K27m3-2-peaks.txt	1		chr19-161
Merged-chr7-34703761-1	chr7	34703608	34703914	+	12.400000	K27m3-2-peaks.txt	1		chr7-1147
Merged-chr19-36058314-1	chr19	36058161	36058467	+	34.700001	K27m3-2-peaks.txt	1		chr19-170
Merged-chr19-41205828-1	chr19	41205675	41205981	+	32.799999	K27m3-2-peaks.txt	1		chr19-171
Merged-chr19-32595073-1	chr19	32594920	32595226	+	33.500000	K27m3-2-peaks.txt	1		chr19-177
Merged-chr13-3358643-1	chr13	3358490	3358796	+	34.099998	K27m3-2-peaks.txt	1		chr13-205
Merged-chr7-36771864-1	chr7	36771711	36772017	+	11.800000	K27m3-2-peaks.txt	1		chr7-1150
Merged-chr7-45641934-1	chr7	45641781	45642087	+	11.800000	K27m3-2-peaks.txt	1		chr7-1158
Merged-chr19-4100362-1	chr19	4100209	4100515	+	32.200001	K27m3-2-peaks.txt	1		chr19-188
Merged-chr13-64274535-1	chr13	64274382	64274688	+	33.500000	K27m3-2-peaks.txt	1		chr13-218
Merged-chr7-56510972-1	chr7	56510819	56511125	+	12.400000	K27m3-2-peaks.txt	1		chr7-1163
Merged-chr19-31663066-1	chr19	31662913	31663219	+	31.000000	K27m3-2-peaks.txt	1		chr19-196
Merged-chr19-47462940-1	chr19	47462787	47463093	+	31.000000	K27m3-2-peaks.txt	1		chr19-199
Merged-chr13-68998267-1	chr13	68998114	68998420	+	30.400000	K27m3-2-peaks.txt	1		chr13-229
Merged-chr7-79467755-1	chr7	79467602	79467908	+	11.200000	K27m3-2-peaks.txt	1		chr7-1172
Merged-chr13-54301415-1	chr13	54301262	54301568	+	29.100000	K27m3-2-peaks.txt	1		chr13-235
Merged-chr13-94710552-1	chr13	94710399	94710705	+	31.600000	K27m3-2-peaks.txt	1		chr13-238
Merged-chr7-98871307-1	chr7	98871154	98871460	+	11.200000	K27m3-2-peaks.txt	1		chr7-1182
Merged-chr13-95444949-1	chr13	95444796	95445102	+	30.400000	K27m3-2-peaks.txt	1		chr13-244
Merged-chr13-57907192-1	chr13	57907039	57907345	+	31.000000	K27m3-2-peaks.txt	1		chr13-249
Merged-chr13-74009840-1	chr13	74009687	74009993	+	29.700001	K27m3-2-peaks.txt	1		chr13-251
Merged-chr13-115101645-1	chr13	115101492	115101798	+	30.400000	K27m3-2-peaks.txt	1		chr13-258
Merged-chr3-144669316-1	chr3	144669163	144669469	+	8.670000	K27m3-2-peaks.txt	1		chr3-1021
Merged-chr13-94174979-1	chr13	94174826	94175132	+	27.900000	K27m3-2-peaks.txt	1		chr13-277
Merged-chr3-42947691-1	chr3	42947538	42947844	+	8.670000	K27m3-2-peaks.txt	1		chr3-1046
Merged-chr13-108215475-1	chr13	108215322	108215628	+	26.600000	K27m3-2-peaks.txt	1		chr13-281
Merged-chr13-51409593-1	chr13	51409440	51409746	+	27.900000	K27m3-2-peaks.txt	1		chr13-286
Merged-chr3-84041426-1	chr3	84041273	84041579	+	8.670000	K27m3-2-peaks.txt	1		chr3-1060
Merged-chr15-85625147-1	chr15	85624994	85625300	+	40.299999	K27m3-2-peaks.txt	1		chr15-200
Merged-chr2-157530753-1	chr2	157530600	157530906	+	8.670000	K27m3-2-peaks.txt	1		chr2-2426
Merged-chr2-163458183-1	chr2	163458030	163458336	+	8.060000	K27m3-2-peaks.txt	1		chr2-2436
Merged-chr15-97767016-1	chr15	97766863	97767169	+	34.099998	K27m3-2-peaks.txt	1		chr15-220
Merged-chr15-86033587-1	chr15	86033434	86033740	+	34.700001	K27m3-2-peaks.txt	1		chr15-223
Merged-chr2-164554044-1	chr2	164553891	164554197	+	8.060000	K27m3-2-peaks.txt	1		chr2-2441
Merged-chr15-98676643-1	chr15	98676490	98676796	+	32.200001	K27m3-2-peaks.txt	1		chr15-233
Merged-chr15-40656279-1	chr15	40656126	40656432	+	33.500000	K27m3-2-peaks.txt	1		chr15-238
Merged-chr15-80013935-1	chr15	80013782	80014088	+	32.799999	K27m3-2-peaks.txt	1		chr15-239
Merged-chr2-174298282-1	chr2	174298129	174298435	+	57.000000	K27m3-2-peaks.txt	1		chr2-135
Merged-chr15-85734499-1	chr15	85734346	85734652	+	34.700001	K27m3-2-peaks.txt	1		chr15-240
Merged-chr2-172223146-1	chr2	172222993	172223299	+	8.670000	K27m3-2-peaks.txt	1		chr2-2464
Merged-chr15-84663750-1	chr15	84663597	84663903	+	34.099998	K27m3-2-peaks.txt	1		chr15-262
Merged-chr15-30646884-1	chr15	30646731	30647037	+	31.600000	K27m3-2-peaks.txt	1		chr15-266
Merged-chr15-79261857-1	chr15	79261704	79262010	+	31.600000	K27m3-2-peaks.txt	1		chr15-269
Merged-chr2-181059528-1	chr2	181059375	181059681	+	8.060000	K27m3-2-peaks.txt	1		chr2-2489
Merged-chr2-80446964-1	chr2	80446811	80447117	+	50.799999	K27m3-2-peaks.txt	1		chr2-170
Merged-chr2-9630230-1	chr2	9630077	9630383	+	8.060000	K27m3-2-peaks.txt	1		chr2-2493
Merged-chr2-10106497-1	chr2	10106344	10106650	+	8.670000	K27m3-2-peaks.txt	1		chr2-2494
Merged-chr2-10154710-1	chr2	10154557	10154863	+	8.060000	K27m3-2-peaks.txt	1		chr2-2495
Merged-chr2-33543881-1	chr2	33543728	33544034	+	51.400002	K27m3-2-peaks.txt	1		chr2-186
Merged-chr2-181459951-1	chr2	181459798	181460104	+	56.400002	K27m3-2-peaks.txt	1		chr2-193
Merged-chr9-43578536-1	chr9	43578383	43578689	+	8.060000	K27m3-2-peaks.txt	1		chr9-1625
Merged-chr9-43930428-1	chr9	43930275	43930581	+	8.670000	K27m3-2-peaks.txt	1		chr9-1631
Merged-chr9-45741863-1	chr9	45741710	45742016	+	8.060000	K27m3-2-peaks.txt	1		chr9-1639
Merged-chr9-45935607-1	chr9	45935454	45935760	+	9.290000	K27m3-2-peaks.txt	1		chr9-1640
Merged-chr9-48785963-1	chr9	48785810	48786116	+	7.440000	K27m3-2-peaks.txt	1		chr9-1649
Merged-chr9-49488333-1	chr9	49488180	49488486	+	7.440000	K27m3-2-peaks.txt	1		chr9-1650
Merged-chr17-15535886-1	chr17	15535733	15536039	+	26.600000	K27m3-2-peaks.txt	1		chr17-205
Merged-chr4-131837073-1	chr4	131836920	131837226	+	49.599998	K27m3-2-peaks.txt	1		chr4-106
Merged-chr17-42316330-1	chr17	42316177	42316483	+	27.299999	K27m3-2-peaks.txt	1		chr17-219
Merged-chr4-136290582-1	chr4	136290429	136290735	+	51.400002	K27m3-2-peaks.txt	1		chr4-116
Merged-chr4-136637625-1	chr4	136637472	136637778	+	50.200001	K27m3-2-peaks.txt	1		chr4-117
Merged-chr9-59692201-1	chr9	59692048	59692354	+	8.060000	K27m3-2-peaks.txt	1		chr9-1685
Merged-chr9-61045805-1	chr9	61045652	61045958	+	8.060000	K27m3-2-peaks.txt	1		chr9-1687
Merged-chr17-86754610-1	chr17	86754457	86754763	+	26.600000	K27m3-2-peaks.txt	1		chr17-223
Merged-chr5-148077353-1	chr5	148077200	148077506	+	9.290000	K27m3-2-peaks.txt	1		chr5-1513
Merged-chr17-7827841-1	chr17	7827688	7827994	+	26.600000	K27m3-2-peaks.txt	1		chr17-234
Merged-chr5-149815070-1	chr5	149814917	149815223	+	9.910000	K27m3-2-peaks.txt	1		chr5-1521
Merged-chr17-49563224-1	chr17	49563071	49563377	+	24.799999	K27m3-2-peaks.txt	1		chr17-243
Merged-chr5-151686195-1	chr5	151686042	151686348	+	9.290000	K27m3-2-peaks.txt	1		chr5-1525
Merged-chr5-14516016-1	chr5	14515863	14516169	+	8.670000	K27m3-2-peaks.txt	1		chr5-1527
Merged-chr17-25255220-1	chr17	25255067	25255373	+	23.500000	K27m3-2-peaks.txt	1		chr17-247
Merged-chr5-21865130-1	chr5	21864977	21865283	+	8.670000	K27m3-2-peaks.txt	1		chr5-1531
Merged-chr17-35341432-1	chr17	35341279	35341585	+	25.400000	K27m3-2-peaks.txt	1		chr17-250
Merged-chr17-56757231-1	chr17	56757078	56757384	+	26.000000	K27m3-2-peaks.txt	1		chr17-253
Merged-chr5-30529052-1	chr5	30528899	30529205	+	9.290000	K27m3-2-peaks.txt	1		chr5-1540
Merged-chr17-25496110-1	chr17	25495957	25496263	+	25.400000	K27m3-2-peaks.txt	1		chr17-260
Merged-chr17-28770985-1	chr17	28770832	28771138	+	23.500000	K27m3-2-peaks.txt	1		chr17-272
Merged-chr17-66075793-1	chr17	66075640	66075946	+	22.900000	K27m3-2-peaks.txt	1		chr17-278
Merged-chr4-154171511-1	chr4	154171358	154171664	+	40.900002	K27m3-2-peaks.txt	1		chr4-176
Merged-chr8-22707555-1	chr8	22707402	22707708	+	8.060000	K27m3-2-peaks.txt	1		chr8-1401
Merged-chr8-22849767-1	chr8	22849614	22849920	+	8.060000	K27m3-2-peaks.txt	1		chr8-1402
Merged-chr8-23697992-1	chr8	23697839	23698145	+	8.060000	K27m3-2-peaks.txt	1		chr8-1407
Merged-chr5-63968047-1	chr5	63967894	63968200	+	8.670000	K27m3-2-peaks.txt	1		chr5-1566
Merged-chr5-64093819-1	chr5	64093666	64093972	+	9.290000	K27m3-2-peaks.txt	1		chr5-1567
Merged-chr17-45556979-1	chr17	45556826	45557132	+	21.700001	K27m3-2-peaks.txt	1		chr17-286
Merged-chr11-64436028-1	chr11	64435875	64436181	+	38.400002	K27m3-2-peaks.txt	1		chr11-316
Merged-chr8-25391218-1	chr8	25391065	25391371	+	8.060000	K27m3-2-peaks.txt	1		chr8-1410
Merged-chr17-12769209-1	chr17	12769056	12769362	+	21.700001	K27m3-2-peaks.txt	1		chr17-295
Merged-chr4-107803110-1	chr4	107802957	107803263	+	39.000000	K27m3-2-peaks.txt	1		chr4-194
Merged-chr5-92276769-1	chr5	92276616	92276922	+	9.290000	K27m3-2-peaks.txt	1		chr5-1589
Merged-chr11-7064175-1	chr11	7064022	7064328	+	36.599998	K27m3-2-peaks.txt	1		chr11-336
Merged-chr11-49609957-1	chr11	49609804	49610110	+	37.799999	K27m3-2-peaks.txt	1		chr11-338
Merged-chr8-55389047-1	chr8	55388894	55389200	+	7.440000	K27m3-2-peaks.txt	1		chr8-1439
Merged-chr1-156674963-1	chr1	156674810	156675116	+	8.670000	K27m3-2-peaks.txt	1		chr1-1405
Merged-chr1-157724699-1	chr1	157724546	157724852	+	9.290000	K27m3-2-peaks.txt	1		chr1-1406
Merged-chr1-161277986-1	chr1	161277833	161278139	+	9.290000	K27m3-2-peaks.txt	1		chr1-1407
Merged-chr1-161977919-1	chr1	161977766	161978072	+	8.670000	K27m3-2-peaks.txt	1		chr1-1409
Merged-chr5-102482480-1	chr5	102482327	102482633	+	9.910000	K27m3-2-peaks.txt	1		chr5-1599
Merged-chr8-57428443-1	chr8	57428290	57428596	+	8.060000	K27m3-2-peaks.txt	1		chr8-1440
Merged-chr8-66916164-1	chr8	66916011	66916317	+	8.670000	K27m3-2-peaks.txt	1		chr8-1442
Merged-chr8-67890509-1	chr8	67890356	67890662	+	8.060000	K27m3-2-peaks.txt	1		chr8-1443
Merged-chr1-164223308-1	chr1	164223155	164223461	+	9.290000	K27m3-2-peaks.txt	1		chr1-1410
Merged-chr1-172391897-1	chr1	172391744	172392050	+	9.290000	K27m3-2-peaks.txt	1		chr1-1422
Merged-chr11-62250163-1	chr11	62250010	62250316	+	36.599998	K27m3-2-peaks.txt	1		chr11-363
Merged-chr11-113620317-1	chr11	113620164	113620470	+	39.000000	K27m3-2-peaks.txt	1		chr11-367
Merged-chr1-181078322-1	chr1	181078169	181078475	+	9.290000	K27m3-2-peaks.txt	1		chr1-1438
Merged-chr11-120306283-1	chr11	120306130	120306436	+	36.599998	K27m3-2-peaks.txt	1		chr11-376
Merged-chr8-87783328-1	chr8	87783175	87783481	+	8.060000	K27m3-2-peaks.txt	1		chr8-1479
Merged-chr1-181563995-1	chr1	181563842	181564148	+	8.670000	K27m3-2-peaks.txt	1		chr1-1440
Merged-chr8-88021601-1	chr8	88021448	88021754	+	8.060000	K27m3-2-peaks.txt	1		chr8-1480
Merged-chr8-89573546-1	chr8	89573393	89573699	+	8.670000	K27m3-2-peaks.txt	1		chr8-1484
Merged-chr1-9601696-1	chr1	9601543	9601849	+	8.670000	K27m3-2-peaks.txt	1		chr1-1453
Merged-chr1-23954252-1	chr1	23954099	23954405	+	8.670000	K27m3-2-peaks.txt	1		chr1-1459
Merged-chr4-32054843-1	chr4	32054690	32054996	+	11.200000	K27m3-2-peaks.txt	1		chr4-1302
Merged-chr4-32427535-1	chr4	32427382	32427688	+	11.200000	K27m3-2-peaks.txt	1		chr4-1303
Merged-chr4-43731454-1	chr4	43731301	43731607	+	11.200000	K27m3-2-peaks.txt	1		chr4-1306
Merged-chr11-70458850-1	chr11	70458697	70459003	+	35.299999	K27m3-2-peaks.txt	1		chr11-396
Merged-chr8-94493194-1	chr8	94493041	94493347	+	9.290000	K27m3-2-peaks.txt	1		chr8-1491
Merged-chr1-39721505-1	chr1	39721352	39721658	+	8.670000	K27m3-2-peaks.txt	1		chr1-1471
Merged-chr4-87369357-1	chr4	87369204	87369510	+	10.500000	K27m3-2-peaks.txt	1		chr4-1320
Merged-chr4-100042233-1	chr4	100042080	100042386	+	11.200000	K27m3-2-peaks.txt	1		chr4-1322
Merged-chr4-108165014-1	chr4	108164861	108165167	+	11.200000	K27m3-2-peaks.txt	1		chr4-1324
Merged-chr4-108869630-1	chr4	108869477	108869783	+	10.500000	K27m3-2-peaks.txt	1		chr4-1325
Merged-chr4-115730473-1	chr4	115730320	115730626	+	11.200000	K27m3-2-peaks.txt	1		chr4-1328
Merged-chr4-115839723-1	chr4	115839570	115839876	+	10.500000	K27m3-2-peaks.txt	1		chr4-1329
Merged-chr1-58795625-1	chr1	58795472	58795778	+	8.060000	K27m3-2-peaks.txt	1		chr1-1482
Merged-chr1-59913774-1	chr1	59913621	59913927	+	8.670000	K27m3-2-peaks.txt	1		chr1-1485
Merged-chr1-59914571-1	chr1	59914418	59914724	+	7.440000	K27m3-2-peaks.txt	1		chr1-1486
Merged-chr4-124634248-1	chr4	124634095	124634401	+	11.200000	K27m3-2-peaks.txt	1		chr4-1343
Merged-chr19-24557075-1	chr19	24556922	24557228	+	27.900000	K27m3-2-peaks.txt	1		chr19-219
Merged-chr4-129293831-1	chr4	129293678	129293984	+	11.200000	K27m3-2-peaks.txt	1		chr4-1353
Merged-chr19-50678186-1	chr19	50678033	50678339	+	27.900000	K27m3-2-peaks.txt	1		chr19-228
Merged-chr7-122396334-1	chr7	122396181	122396487	+	11.800000	K27m3-2-peaks.txt	1		chr7-1202
Merged-chr7-128188432-1	chr7	128188279	128188585	+	11.800000	K27m3-2-peaks.txt	1		chr7-1205
Merged-chr4-133519255-1	chr4	133519102	133519408	+	11.800000	K27m3-2-peaks.txt	1		chr4-1363
Merged-chr6-28982090-1	chr6	28981937	28982243	+	48.900002	K27m3-2-peaks.txt	1		chr6-136
Merged-chr7-134669408-1	chr7	134669255	134669561	+	11.200000	K27m3-2-peaks.txt	1		chr7-1211
Merged-chr4-138503833-1	chr4	138503680	138503986	+	11.200000	K27m3-2-peaks.txt	1		chr4-1372
Merged-chr19-7612591-1	chr19	7612438	7612744	+	26.600000	K27m3-2-peaks.txt	1		chr19-248
Merged-chr6-28833659-1	chr6	28833506	28833812	+	44.599998	K27m3-2-peaks.txt	1		chr6-142
Merged-chr6-29214838-1	chr6	29214685	29214991	+	45.200001	K27m3-2-peaks.txt	1		chr6-146
Merged-chr4-148662820-1	chr4	148662667	148662973	+	10.500000	K27m3-2-peaks.txt	1		chr4-1385
Merged-chr19-59075344-1	chr19	59075191	59075497	+	26.000000	K27m3-2-peaks.txt	1		chr19-254
Merged-chr19-36556067-1	chr19	36555914	36556220	+	25.400000	K27m3-2-peaks.txt	1		chr19-257
Merged-chr6-85484343-1	chr6	85484190	85484496	+	45.900002	K27m3-2-peaks.txt	1		chr6-154
Merged-chr7-16300078-1	chr7	16299925	16300231	+	11.200000	K27m3-2-peaks.txt	1		chr7-1237
Merged-chr4-154300695-1	chr4	154300542	154300848	+	10.500000	K27m3-2-peaks.txt	1		chr4-1390
Merged-chr4-155791093-1	chr4	155790940	155791246	+	10.500000	K27m3-2-peaks.txt	1		chr4-1393
Merged-chr19-45066445-1	chr19	45066292	45066598	+	24.200001	K27m3-2-peaks.txt	1		chr19-269
Merged-chr6-118011927-1	chr6	118011774	118012080	+	42.799999	K27m3-2-peaks.txt	1		chr6-168
Merged-chr7-19278715-1	chr7	19278562	19278868	+	10.500000	K27m3-2-peaks.txt	1		chr7-1241
Merged-chr19-47180584-1	chr19	47180431	47180737	+	24.200001	K27m3-2-peaks.txt	1		chr19-270
Merged-chr19-8662200-1	chr19	8662047	8662353	+	25.400000	K27m3-2-peaks.txt	1		chr19-274
Merged-chr6-136172821-1	chr6	136172668	136172974	+	42.099998	K27m3-2-peaks.txt	1		chr6-174
Merged-chr13-47122003-1	chr13	47121850	47122156	+	27.299999	K27m3-2-peaks.txt	1		chr13-307
Merged-chr19-7144450-1	chr19	7144297	7144603	+	22.900000	K27m3-2-peaks.txt	1		chr19-281
Merged-chr19-8987971-1	chr19	8987818	8988124	+	24.799999	K27m3-2-peaks.txt	1		chr19-282
Merged-chr19-5925351-1	chr19	5925198	5925504	+	23.500000	K27m3-2-peaks.txt	1		chr19-289
Merged-chr13-73535800-1	chr13	73535647	73535953	+	24.799999	K27m3-2-peaks.txt	1		chr13-311
Merged-chr13-111491695-1	chr13	111491542	111491848	+	25.400000	K27m3-2-peaks.txt	1		chr13-317
Merged-chr7-44639696-1	chr7	44639543	44639849	+	11.800000	K27m3-2-peaks.txt	1		chr7-1260
Merged-chr7-70625411-1	chr7	70625258	70625564	+	11.800000	K27m3-2-peaks.txt	1		chr7-1269
Merged-chr19-12597130-1	chr19	12596977	12597283	+	25.400000	K27m3-2-peaks.txt	1		chr19-291
Merged-chr19-16956655-1	chr19	16956502	16956808	+	23.500000	K27m3-2-peaks.txt	1		chr19-292
Merged-chr19-5926167-1	chr19	5926014	5926320	+	22.299999	K27m3-2-peaks.txt	1		chr19-299
Merged-chr6-115360915-1	chr6	115360762	115361068	+	37.200001	K27m3-2-peaks.txt	1		chr6-194
Merged-chr6-71708130-1	chr6	71707977	71708283	+	38.400002	K27m3-2-peaks.txt	1		chr6-198
Merged-chr11-88011071-1	chr11	88010918	88011224	+	8.670000	K27m3-2-peaks.txt	1		chr11-2026
Merged-chr13-23465043-1	chr13	23464890	23465196	+	24.200001	K27m3-2-peaks.txt	1		chr13-331
Merged-chr13-42302481-1	chr13	42302328	42302634	+	24.799999	K27m3-2-peaks.txt	1		chr13-334
Merged-chr11-89102388-1	chr11	89102235	89102541	+	9.290000	K27m3-2-peaks.txt	1		chr11-2030
Merged-chr3-121630521-1	chr3	121630368	121630674	+	8.060000	K27m3-2-peaks.txt	1		chr3-1100
Merged-chr3-127225193-1	chr3	127225040	127225346	+	8.670000	K27m3-2-peaks.txt	1		chr3-1103
Merged-chr3-130900941-1	chr3	130900788	130901094	+	8.060000	K27m3-2-peaks.txt	1		chr3-1105
Merged-chr7-109673045-1	chr7	109672892	109673198	+	10.500000	K27m3-2-peaks.txt	1		chr7-1294
Merged-chr7-114816124-1	chr7	114815971	114816277	+	11.200000	K27m3-2-peaks.txt	1		chr7-1297
Merged-chr11-95534507-1	chr11	95534354	95534660	+	9.910000	K27m3-2-peaks.txt	1		chr11-2043
Merged-chr11-97083455-1	chr11	97083302	97083608	+	9.290000	K27m3-2-peaks.txt	1		chr11-2048
Merged-chr13-84346664-1	chr13	84346511	84346817	+	22.900000	K27m3-2-peaks.txt	1		chr13-354
Merged-chr11-98000309-1	chr11	98000156	98000462	+	9.290000	K27m3-2-peaks.txt	1		chr11-2053
Merged-chr13-28952040-1	chr13	28951887	28952193	+	22.299999	K27m3-2-peaks.txt	1		chr13-368
Merged-chr13-41078442-1	chr13	41078289	41078595	+	21.100000	K27m3-2-peaks.txt	1		chr13-371
Merged-chr13-51171335-1	chr13	51171182	51171488	+	22.299999	K27m3-2-peaks.txt	1		chr13-385
Merged-chr11-108942969-1	chr11	108942816	108943122	+	8.670000	K27m3-2-peaks.txt	1		chr11-2082
Merged-chr11-109245244-1	chr11	109245091	109245397	+	8.670000	K27m3-2-peaks.txt	1		chr11-2083
Merged-chr3-51986784-1	chr3	51986631	51986937	+	7.440000	K27m3-2-peaks.txt	1		chr3-1159
Merged-chr13-64162879-1	chr13	64162726	64163032	+	21.100000	K27m3-2-peaks.txt	1		chr13-397
Merged-chr6-140296975-1	chr6	140296822	140297128	+	10.500000	K27m3-2-peaks.txt	1		chr6-1000
Merged-chr6-140423145-1	chr6	140422992	140423298	+	11.200000	K27m3-2-peaks.txt	1		chr6-1001
Merged-chr11-114653794-1	chr11	114653641	114653947	+	9.290000	K27m3-2-peaks.txt	1		chr11-2098
Merged-chr3-55118004-1	chr3	55117851	55118157	+	8.060000	K27m3-2-peaks.txt	1		chr3-1162
Merged-chr3-58163344-1	chr3	58163191	58163497	+	8.060000	K27m3-2-peaks.txt	1		chr3-1165
Merged-chr3-82539926-1	chr3	82539773	82540079	+	6.820000	K27m3-2-peaks.txt	1		chr3-1169
Merged-chr6-36809287-1	chr6	36809134	36809440	+	11.800000	K27m3-2-peaks.txt	1		chr6-1018
Merged-chrUn_GL456378-26590-1	chrUn_GL456378	26437	26743	+	11.200000	K27m3-2-peaks.txt	1		chrUn_GL456378-1
Merged-chr3-84381124-1	chr3	84380971	84381277	+	8.670000	K27m3-2-peaks.txt	1		chr3-1173
Merged-chr3-87095161-1	chr3	87095008	87095314	+	8.060000	K27m3-2-peaks.txt	1		chr3-1177
Merged-chr3-88039343-1	chr3	88039190	88039496	+	8.060000	K27m3-2-peaks.txt	1		chr3-1181
Merged-chr3-89259162-1	chr3	89259009	89259315	+	8.060000	K27m3-2-peaks.txt	1		chr3-1188
Merged-chr8-25037075-1	chr8	25036922	25037228	+	48.900002	K27m3-2-peaks.txt	1		chr8-104
Merged-chr3-93554158-1	chr3	93554005	93554311	+	8.060000	K27m3-2-peaks.txt	1		chr3-1195
Merged-chr3-94756663-1	chr3	94756510	94756816	+	6.820000	K27m3-2-peaks.txt	1		chr3-1197
Merged-chr3-95537693-1	chr3	95537540	95537846	+	8.060000	K27m3-2-peaks.txt	1		chr3-1199
